AnnualIncome,Investments,Deductions,HRA,Age,EmploymentType,MaritalStatus,TaxLiability,TaxBurdenRatio,TaxSavings,StandardDeduction,EffectiveStrategy
559422.31,50758.28,36690.53,117273.89,46,Private,Married,5444.38,0.0097,169095.38,50000,Standard_Planning
479884.81,40649.87,20619.69,166337.26,46,Government,Married,118.46,0.0002,149605.61,50000,Standard_Planning
882814.82,135358.4,63346.38,250271.79,75,Business,Married,9559.59,0.0108,265878.64,0,Senior_Planning
1541382.09,100608.0,29115.0,319553.02,68,Private,Married,97158.06,0.063,383753.15,50000,Senior_Planning
2205235.18,10560.0,10591.0,584615.38,60,Private,Married,226034.27,0.1025,461999.11,50000,Senior_Planning
2324175.18,6695.0,91594.0,813309.97,45,Business,Married,172269.82,0.0741,552872.84,0,High_Income_Strategy
1506195.48,3534.0,60737.0,125509.02,67,Private,Married,147268.02,0.0978,322664.97,50000,Senior_Planning
2655304.97,95087.0,95927.0,272866.09,54,Private,Single,410724.56,0.1547,417730.59,50000,High_Income_Strategy
434826.6,25886.75,40373.7,84040.19,21,Private,Married,1795.35,0.0041,133870.55,50000,Standard_Planning
1172060.09,129600.0,87275.0,247177.17,55,Private,Married,34632.82,0.0295,331049.92,50000,Aggressive_Tax_Planning
572179.91,74451.9,12205.26,123914.15,38,Self-Employed,Single,5803.65,0.0101,172716.49,0,Standard_Planning
1803698.32,20698.0,76076.0,694010.4,46,Private,Married,80686.1,0.0447,482067.78,50000,High_Income_Strategy
774565.58,80644.47,13732.0,37337.36,68,Business,Married,27856.58,0.036,213807.88,0,Senior_Planning
914790.01,4813.67,60821.09,218888.04,66,Self-Employed,Single,26547.79,0.029,258866.69,0,Senior_Planning
1052007.09,138499.0,61069.0,257669.78,23,Private,Married,22856.01,0.0217,305370.2,50000,Aggressive_Tax_Planning
992377.77,62578.32,8828.64,4355.42,52,Self-Employed,Married,64992.0,0.0655,244629.86,0,Standard_Planning
1813308.55,106297.0,149.0,698055.36,66,Self-Employed,Married,79831.9,0.044,485920.37,0,Senior_Planning
447773.35,16278.89,24073.89,106289.22,62,Private,Married,2658.83,0.0059,137046.46,50000,Senior_Planning
1636173.84,134839.0,83893.0,631534.75,36,Private,Single,44601.51,0.0273,465884.73,50000,High_Income_Strategy
1528655.67,134940.0,72543.0,127002.3,38,Private,Single,118387.44,0.0774,358553.13,50000,High_Income_Strategy
945380.79,40799.1,14263.96,209476.92,36,Private,Single,31807.44,0.0336,263151.36,50000,Standard_Planning
2102140.54,15480.0,19529.0,588195.54,74,Government,Married,189523.36,0.0902,466344.49,50000,Senior_Planning
1468233.65,76320.0,16743.0,104925.25,72,Private,Married,135263.8,0.0921,322825.1,50000,Senior_Planning
500159.36,63447.64,53921.55,140278.05,58,Private,Married,0.0,0.0,156049.72,50000,Standard_Planning
1429779.29,34482.0,50294.0,38523.69,33,Government,Married,144684.7,0.1012,301406.44,50000,Aggressive_Tax_Planning
1643592.85,149622.0,79219.0,412168.07,60,Government,Married,78537.43,0.0478,434263.54,50000,Senior_Planning
2502401.07,21078.0,72539.0,500993.98,48,Private,Married,322230.51,0.1288,458518.63,50000,High_Income_Strategy
2685882.62,120968.0,3856.0,1050823.78,50,Private,Married,198193.27,0.0738,639802.11,50000,High_Income_Strategy
2280071.95,94506.0,87486.0,888031.78,40,Private,Single,121690.02,0.0534,589692.43,50000,High_Income_Strategy
1855554.99,59116.0,71653.0,120692.4,27,Private,Married,227477.2,0.1226,351455.96,50000,High_Income_Strategy
1800037.94,126189.0,8416.0,184221.94,21,Private,Married,190114.86,0.1056,371496.98,50000,High_Income_Strategy
1032710.97,106548.0,52944.0,407915.04,65,Retired,Married,11195.8,0.0108,311010.02,0,Senior_Planning
2182881.45,38660.0,88574.0,454769.8,37,Government,Married,226473.83,0.1037,454585.19,50000,High_Income_Strategy
1476874.99,122997.0,38447.0,306878.94,55,Private,Single,79778.83,0.054,381006.17,50000,Aggressive_Tax_Planning
2090899.68,142579.0,83315.0,100447.91,40,Government,Married,277542.03,0.1327,374818.67,50000,High_Income_Strategy
1870216.25,141885.0,28982.0,545047.86,48,Private,Married,110094.69,0.0589,473412.78,50000,High_Income_Strategy
636015.89,84854.95,34577.8,31530.71,56,Private,Married,12222.73,0.0192,186214.23,50000,Standard_Planning
2070023.54,38805.0,15792.0,370520.75,74,Retired,Married,240210.6,0.116,405636.74,0,Senior_Planning
1096899.77,97526.0,43222.0,420770.78,48,Private,Single,16679.62,0.0152,325553.1,50000,Aggressive_Tax_Planning
503110.49,63985.12,14396.16,23877.56,74,Private,Married,7844.29,0.0156,149126.19,50000,Senior_Planning
2975123.14,31734.0,94901.0,481089.42,58,Private,Single,465628.4,0.1565,462610.02,50000,High_Income_Strategy
1337620.56,62426.0,63286.0,474054.07,37,Business,Married,37736.87,0.0282,379600.75,0,Aggressive_Tax_Planning
2528379.55,63560.0,69169.0,339361.81,42,Private,Married,368562.09,0.1458,420292.33,50000,High_Income_Strategy
1458504.49,125925.0,93751.0,145739.85,27,Private,Single,97362.44,0.0668,357690.96,50000,Aggressive_Tax_Planning
1789454.57,5452.0,81517.0,610286.59,53,Private,Married,97177.39,0.0543,461132.44,50000,High_Income_Strategy
1913210.72,41430.0,33128.0,255170.33,49,Business,Married,221046.5,0.1155,375875.24,0,High_Income_Strategy
568270.98,23983.73,63169.5,90944.64,49,Government,Married,7289.0,0.0128,170011.54,50000,Standard_Planning
3000906.62,70655.0,52368.0,437958.86,58,Business,Married,488256.52,0.1627,448026.34,0,High_Income_Strategy
2411903.81,128988.0,11124.0,509132.85,47,Government,Married,276949.59,0.1148,475564.39,50000,High_Income_Strategy
1976815.54,56937.0,3509.0,1249.93,55,Government,Married,324517.32,0.1642,292249.13,50000,High_Income_Strategy
2629208.64,142581.0,87787.0,52781.94,46,Private,Married,458970.31,0.1746,361342.78,50000,High_Income_Strategy
1493227.32,87222.0,77530.0,363860.45,66,Retired,Married,72479.92,0.0485,393407.0,0,Senior_Planning
1227434.05,79876.0,82506.0,465657.13,27,Government,Single,23337.07,0.019,359622.35,50000,Aggressive_Tax_Planning
847486.92,121429.84,52627.07,229417.34,69,Government,Married,10088.66,0.0119,254327.26,50000,Senior_Planning
2038259.44,133237.0,11683.0,554184.93,32,Private,Married,153180.17,0.0752,482756.77,50000,High_Income_Strategy
986487.98,44036.51,82516.08,139452.96,71,Private,Married,35930.17,0.0364,271854.08,50000,Senior_Planning
1986752.41,68033.0,56011.0,339847.87,31,Private,Married,202132.49,0.1017,417734.26,50000,High_Income_Strategy
1138437.79,52555.0,93363.0,18587.25,72,Government,Married,73933.48,0.0649,281259.11,50000,Senior_Planning
2072759.75,99303.0,87807.0,610730.31,69,Private,Married,136479.05,0.0658,510221.99,50000,Senior_Planning
1744595.99,90712.0,24898.0,332402.78,26,Private,Single,142111.63,0.0815,402202.31,50000,High_Income_Strategy
1051785.32,142080.0,79379.0,184040.9,73,Private,Married,28213.68,0.0268,299943.34,50000,Senior_Planning
612717.04,105555.2,43633.53,171929.04,66,Private,Single,2163.16,0.0035,189004.55,50000,Senior_Planning
1109377.36,66416.0,49117.0,4229.51,52,Private,Married,76379.92,0.0688,269745.82,50000,Aggressive_Tax_Planning
1181725.16,99584.0,85732.0,228357.15,35,Government,Married,41816.11,0.0354,326882.14,50000,Aggressive_Tax_Planning
1531593.95,74172.0,10830.0,289805.89,61,Private,Married,110611.5,0.0722,367245.81,50000,Senior_Planning
524590.44,32680.78,28870.32,99564.09,54,Self-Employed,Married,5900.71,0.0112,157771.5,0,Standard_Planning
1157262.41,67627.0,20753.0,131950.18,38,Private,Married,68161.43,0.0589,292904.44,50000,Aggressive_Tax_Planning
642707.2,45301.16,4782.83,24425.97,45,Private,Single,20092.51,0.0313,180432.13,50000,Standard_Planning
711059.94,5393.53,26716.38,236464.08,51,Self-Employed,Married,10009.27,0.0141,211841.43,0,Standard_Planning
300669.07,5418.11,12494.73,30560.02,24,Government,Single,114.2,0.0004,93694.55,50000,Standard_Planning
3175129.08,18939.0,52010.0,440403.0,42,Private,Married,558098.45,0.1758,432541.82,50000,High_Income_Strategy
743602.12,36852.9,19993.65,8708.52,72,Private,Married,31516.89,0.0424,200486.97,50000,Senior_Planning
2141167.3,26500.0,7655.0,185116.31,57,Government,Married,326631.55,0.1525,341412.65,50000,High_Income_Strategy
597046.44,43373.17,29590.31,135557.74,60,Private,Married,7203.31,0.0121,179075.18,50000,Senior_Planning
1390777.72,86713.0,91194.0,484629.75,51,Private,Married,36737.06,0.0264,397185.59,50000,Aggressive_Tax_Planning
410165.81,44406.52,56670.79,58636.77,26,Self-Employed,Married,23.49,0.0001,127948.24,0,Standard_Planning
1021853.95,20949.0,53166.0,240854.27,67,Private,Married,34516.01,0.0338,284302.43,50000,Senior_Planning
1674740.56,19209.0,87303.0,269100.93,47,Private,Married,142773.18,0.0853,379745.87,50000,High_Income_Strategy
1494224.04,139138.0,29607.0,360918.95,23,Business,Single,72471.38,0.0485,393726.53,0,Aggressive_Tax_Planning
1296005.04,112848.0,47078.0,355373.3,43,Self-Employed,Married,43790.1,0.0338,360563.48,0,Aggressive_Tax_Planning
516060.04,95194.39,25664.79,84750.2,35,Private,Single,3143.43,0.0061,157867.3,50000,Standard_Planning
1778722.02,6886.0,93744.0,387153.46,21,Self-Employed,Single,140644.03,0.0791,414317.24,0,High_Income_Strategy
1913186.1,123539.0,52365.0,511494.31,28,Private,Single,124963.86,0.0653,471950.2,50000,High_Income_Strategy
714151.92,74679.26,56862.14,114771.33,60,Business,Married,11327.64,0.0159,211487.76,0,Senior_Planning
1022714.94,149902.0,52128.0,52894.79,40,Private,Married,41775.26,0.0408,277311.8,50000,Aggressive_Tax_Planning
2112913.51,121565.0,90045.0,516932.44,24,Business,Married,164936.48,0.0781,494292.54,0,High_Income_Strategy
416972.58,16849.07,18966.82,79993.89,31,Private,Married,2660.47,0.0064,127434.98,50000,Standard_Planning
2261472.45,27787.0,22052.0,175256.66,67,Self-Employed,Married,362349.56,0.1602,343229.85,0,Senior_Planning
864011.55,48680.48,518.46,265117.01,33,Self-Employed,Single,18168.34,0.021,251403.26,0,Standard_Planning
1727630.16,32821.0,92713.0,493346.13,40,Self-Employed,Single,100620.0,0.0582,438400.6,0,High_Income_Strategy
2242898.1,144906.0,51493.0,675668.61,65,Private,Married,161415.93,0.072,538368.28,50000,Senior_Planning
1382426.69,80528.0,42936.0,172524.91,45,Private,Married,95979.06,0.0694,335338.07,50000,Aggressive_Tax_Planning
475844.45,15855.13,13204.38,129313.26,55,Private,Married,3508.53,0.0074,144954.94,50000,Standard_Planning
2193128.73,137384.0,99375.0,206974.77,51,Private,Single,272811.23,0.1244,411444.94,50000,High_Income_Strategy
1113408.73,35346.0,78081.0,419688.22,70,Private,Married,21350.53,0.0192,326033.0,50000,Senior_Planning
1323882.81,81665.0,48305.0,461168.34,41,Private,Single,37205.43,0.0281,375846.01,50000,Aggressive_Tax_Planning
454825.71,67371.05,59596.8,45967.86,67,Self-Employed,Married,1658.28,0.0036,140247.34,0,Senior_Planning
1657039.0,72310.0,83429.0,345026.56,60,Government,Married,110504.88,0.0667,406491.29,50000,Senior_Planning
545221.06,86951.88,32746.01,208290.63,29,Private,Married,0.0,0.0,170108.97,50000,Standard_Planning
727958.56,36842.77,18784.48,141050.85,28,Self-Employed,Single,16253.17,0.0223,210869.9,0,Standard_Planning
1294663.31,40705.0,44335.0,151015.29,22,Self-Employed,Single,90190.47,0.0697,313744.49,0,Aggressive_Tax_Planning
766165.73,28121.96,58985.37,171241.6,61,Government,Married,13812.95,0.018,225230.76,50000,Senior_Planning
2008992.34,112792.0,40124.0,517294.69,30,Private,Married,153083.23,0.0762,473722.38,50000,High_Income_Strategy
579381.9,21679.97,10431.11,182211.1,34,Private,Married,5983.11,0.0103,174784.05,50000,Standard_Planning
935814.08,48316.03,52013.1,188775.44,70,Self-Employed,Married,28257.79,0.0302,263716.2,0,Senior_Planning
1484274.98,32166.0,82043.0,437121.69,40,Private,Married,67539.31,0.0455,395554.48,50000,Aggressive_Tax_Planning
681865.94,28162.58,74305.03,128572.12,58,Private,Married,10442.96,0.0153,202299.21,50000,Standard_Planning
937027.87,123915.85,58393.3,81056.54,60,Private,Single,31060.87,0.0331,261291.83,50000,Senior_Planning
529274.81,62375.23,19192.17,201424.96,47,Self-Employed,Married,0.0,0.0,165133.74,0,Standard_Planning
1577849.81,116645.0,62928.0,22364.29,21,Business,Single,162737.26,0.1031,329551.89,0,High_Income_Strategy
1143763.78,10624.0,56722.0,209661.27,21,Government,Single,57214.02,0.05,299640.28,50000,Aggressive_Tax_Planning
1662498.56,149096.0,36886.0,258477.78,35,Business,Single,123352.07,0.0742,395347.49,0,High_Income_Strategy
1268314.37,85069.0,76832.0,389196.86,41,Private,Married,35590.52,0.0281,360123.57,50000,Aggressive_Tax_Planning
1533717.87,18317.0,38436.0,365934.46,24,Private,Single,101094.32,0.0659,377425.65,50000,High_Income_Strategy
2776137.18,148475.0,89107.0,665873.75,58,Government,Married,311276.6,0.1121,554878.2,50000,High_Income_Strategy
300000.0,7688.76,35773.95,20881.73,35,Government,Married,0.0,0.0,93600.0,50000,Standard_Planning
1891719.29,32178.0,42598.0,499399.35,42,Private,Single,147561.43,0.078,442654.99,50000,High_Income_Strategy
2137639.91,144421.0,18089.0,371047.29,50,Private,Married,227473.78,0.1064,439469.88,50000,High_Income_Strategy
1587156.45,63006.0,60316.0,30921.8,62,Government,Married,177557.29,0.1119,317635.52,50000,Senior_Planning
392341.93,47121.0,21800.67,45801.95,59,Government,Married,1436.15,0.0037,120974.53,50000,Standard_Planning
1872417.51,38204.0,84922.0,506273.5,36,Government,Married,128547.75,0.0687,455646.52,50000,High_Income_Strategy
1638226.47,52041.0,56829.0,535987.17,73,Government,Single,76965.61,0.047,434161.05,50000,Senior_Planning
1155896.83,128891.0,90344.0,42687.42,33,Private,Married,61460.01,0.0532,299179.8,50000,Aggressive_Tax_Planning
1303519.05,24102.0,84080.0,336290.18,66,Private,Married,56011.31,0.043,350686.63,50000,Senior_Planning
806838.52,129429.21,81015.84,136524.01,45,Business,Married,10913.21,0.0135,240820.4,0,Standard_Planning
1320049.18,40658.0,55486.0,91596.92,44,Private,Married,105520.12,0.0799,306335.23,50000,Aggressive_Tax_Planning
1106126.77,140631.0,61019.0,89148.65,59,Private,Married,49191.19,0.0445,295920.37,50000,Aggressive_Tax_Planning
1749030.87,18475.0,57365.0,686169.89,46,Government,Single,75975.27,0.0434,469722.36,50000,High_Income_Strategy
698335.51,41662.31,30911.28,67155.1,54,Private,Single,19095.11,0.0273,198785.57,50000,Standard_Planning
2237523.3,88069.0,27954.0,831345.37,55,Private,Married,140440.28,0.0628,557666.99,50000,High_Income_Strategy
2065468.31,100252.0,80010.0,460921.79,58,Self-Employed,Single,175313.98,0.0849,469112.14,0,High_Income_Strategy
1686965.63,92304.0,29625.0,495106.16,26,Private,Single,92545.54,0.0549,433787.74,50000,High_Income_Strategy
2692254.72,92907.0,16067.0,791291.6,55,Private,Married,286100.61,0.1063,553882.87,50000,High_Income_Strategy
2681822.66,143856.0,22205.0,129055.47,60,Private,Married,471652.33,0.1759,365076.34,50000,Senior_Planning
1078714.21,27645.0,94980.0,255854.31,31,Private,Married,33824.43,0.0314,302734.4,50000,Aggressive_Tax_Planning
2124204.41,78321.0,38070.0,209468.01,48,Private,Married,288083.77,0.1356,374668.01,50000,High_Income_Strategy
814969.57,102683.41,14882.57,24126.97,52,Business,Married,31020.77,0.0381,223249.74,0,Standard_Planning
1136044.56,100633.0,20333.0,67905.32,23,Self-Employed,Single,69759.02,0.0614,284686.88,0,Aggressive_Tax_Planning
1908084.58,70370.0,41194.0,272204.33,46,Private,Single,202586.67,0.1062,392735.72,50000,High_Income_Strategy
556498.22,1636.3,33765.13,90169.67,38,Private,Married,9408.21,0.0169,164219.23,50000,Standard_Planning
808528.04,36875.58,77732.03,120590.6,29,Self-Employed,Single,20626.3,0.0255,231634.45,0,Standard_Planning
1058251.93,6722.0,10442.0,356476.25,66,Private,Married,32199.61,0.0304,297974.99,50000,Senior_Planning
300000.0,52743.69,40584.78,36554.7,58,Private,Married,0.0,0.0,93600.0,50000,Standard_Planning
1873906.97,149952.0,89510.0,616774.94,63,Private,Married,81675.37,0.0436,502983.61,50000,Senior_Planning
1140390.51,88389.0,22635.0,213417.8,31,Business,Married,49288.0,0.0432,306513.84,0,Aggressive_Tax_Planning
1779151.56,61179.0,11889.0,710529.31,56,Private,Married,77306.46,0.0435,477788.83,50000,High_Income_Strategy
1800989.53,40088.0,49958.0,172095.28,61,Government,Married,207120.65,0.115,354788.08,50000,Senior_Planning
2006551.91,79022.0,53183.0,169566.17,44,Private,Married,258891.59,0.129,367152.61,50000,High_Income_Strategy
2066649.22,62091.0,39613.0,239105.45,24,Self-Employed,Single,265462.01,0.1285,379332.55,0,High_Income_Strategy
1020208.66,66591.0,78807.0,220233.43,65,Private,Single,29076.03,0.0285,289229.07,50000,Senior_Planning
1442716.99,86693.0,21978.0,313390.59,71,Private,Married,82296.32,0.057,367831.38,50000,Senior_Planning
1575946.71,25704.0,42397.0,222494.82,41,Private,Single,139191.23,0.0883,352504.14,50000,High_Income_Strategy
1945208.67,69122.0,82268.0,705390.29,37,Self-Employed,Married,96393.1,0.0496,510512.0,0,High_Income_Strategy
2330564.89,84181.0,66811.0,412784.04,66,Business,Married,278238.12,0.1194,448898.12,0,Senior_Planning
2800933.83,55326.0,97780.0,691340.78,41,Private,Single,337423.96,0.1205,536467.39,50000,High_Income_Strategy
606177.18,101306.86,42201.29,93639.99,20,Private,Single,6189.51,0.0102,182937.77,50000,Standard_Planning
1739414.31,98900.0,57872.0,485399.33,64,Retired,Married,98226.54,0.0565,444470.72,0,Senior_Planning
1870639.37,58794.0,33790.0,203585.2,56,Private,Married,218234.69,0.1167,365404.79,50000,High_Income_Strategy
1204114.27,13841.0,24810.0,468651.01,34,Private,Married,33468.48,0.0278,342215.18,50000,Aggressive_Tax_Planning
1573089.05,2516.0,36547.0,580390.14,35,Government,Single,70767.2,0.045,420036.58,50000,High_Income_Strategy
869875.8,109395.87,40325.75,123838.43,75,Private,Married,23016.84,0.0265,248384.41,50000,Senior_Planning
1030342.84,10058.0,81497.0,365096.56,59,Government,Married,20663.89,0.0201,300803.07,50000,Aggressive_Tax_Planning
473349.1,68299.47,45592.53,25589.08,62,Private,Married,4361.14,0.0092,143323.78,50000,Senior_Planning
2460228.62,26883.0,14315.0,497008.84,63,Private,Married,326670.8,0.1328,440920.53,50000,Senior_Planning
686965.32,92336.21,63015.11,27268.04,24,Self-Employed,Single,13451.98,0.0196,200881.2,0,Standard_Planning
1561579.01,76318.0,16190.0,567080.44,49,Government,Married,62710.53,0.0402,424502.12,50000,High_Income_Strategy
1195591.17,104232.0,59476.0,422849.77,38,Private,Single,24339.47,0.0204,348684.97,50000,Aggressive_Tax_Planning
2522926.62,135821.0,33591.0,776208.55,57,Self-Employed,Married,219119.49,0.0869,568033.61,0,High_Income_Strategy
1009622.78,35976.0,51921.0,265474.01,61,Private,Married,29250.18,0.029,285752.12,50000,Senior_Planning
634718.48,13034.98,62595.13,47123.29,38,Private,Married,14244.37,0.0224,183787.8,50000,Standard_Planning
377409.45,34916.38,37803.32,100375.92,64,Private,Married,0.0,0.0,117751.75,50000,Senior_Planning
541215.46,94414.57,41116.64,162267.44,35,Business,Married,0.0,0.0,168859.22,0,Standard_Planning
979288.8,93354.65,97194.16,267639.78,20,Private,Married,15194.42,0.0155,290343.68,50000,Standard_Planning
1868281.03,54499.0,37713.0,121171.7,64,Private,Married,243327.97,0.1302,339575.72,50000,Senior_Planning
1236891.49,122122.0,21526.0,100066.06,61,Private,Married,76935.68,0.0622,308974.47,50000,Senior_Planning
